metal_level,company,plan_number,plan_name,plan_type,sob_url,plan_id
Gold,UnitedHealthcare,40220TX0090002,"UHC Gold Advantage+ ($0 Virtual Urgent Care, $3 Tier 2 Rx, Dental + Vision)",HMO,https://www.uhc.com/ifp/sbc.40220TX0090002-01.en.2025.pdf,004d3c74-8d70-416c-8edd-f4ad742cf201
Expanded Bronze,Ambetter from Arkansas Health & Wellness,62141AR0100026,Elite Bronze + Vision + Adult Dental,PPO,https://api.centene.com/SBC/2025/62141AR0100026-01.pdf,004ddd43-d30f-4496-90cc-6af761b52811
Expanded Bronze,Primewell Health Services of Mississippi,14624MS0010001,Essential Bronze 6500,POS,https://PrimewellHealth.com/documents/Marketplace/2025INDEssentialBronze6500SummaryOfBenefitsAndCoverage.pdf,004e278b-e4b9-4427-9c2d-b50d9b71312c
Expanded Bronze,Aetna CVS Health,38927UT0380003,Bronze S: Aetna network of doctors & hospitals,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-777866_38927UT0380003-01_SBC.pdf,004e9258-2b70-4620-b7c4-8f8a28787fd6
Gold,Ambetter from Magnolia Health,90714MS0030060,Everyday Gold + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/90714MS0030060-01.pdf,004fd759-617f-415a-afbf-db91fe241d4e
Silver,Ambetter of Tennessee,70111TN0110027,Clear Silver,EPO,https://api.centene.com/SBC/2025/70111TN0110027-01.pdf,00500c3f-2893-4a63-9d10-805922552a3a
Silver,Oscar Insurance Company,43490KS0010052,Silver Classic Standard,EPO,https://d3ul0st9g52g6o.cloudfront.net/2025/KS/sbc/2025_43490KS001005201.pdf,0050759f-f5d1-4238-b4c8-01ce47dfa5e0
Silver,PacificSource Health Plans,23603MT0290008,Navigator Silver 5000,PPO,https://pacificsource.widen.net/content/oxmumlc6vt/pdf/Navigator-Silver-5000_23603MT0290008-01-SBC_2025.pdf,0050ccac-93cf-4407-9448-7bb789cc0e68
Expanded Bronze,Ambetter from Meridian,58594MI0040024,Standard Expanded Bronze + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/58594MI0040024-01.pdf,0050ddb7-988a-4daf-b753-ab5d6486f61d
Gold,Anthem Blue Cross and Blue Shield,17575IN0700056,Anthem Gold Essential 2200 ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldEssential22000VirtualPCP0SelectDrugsIncentives/8646/English/DG166705364883.pdf,0051fbb8-0442-45c4-a85d-94c457b74b9e
Expanded Bronze,"Blue Cross and Blue Shield of Kansas, Inc.",18558KS0420002,BlueCare EPO Standardized Expanded Bronze,EPO,https://www.bcbsks.com/qhp-data/plan-docs/2025/MT045_BlueCareEPOStandardizedExpandedBronze_2025.pdf,00525548-61eb-454b-baa9-8136a9355988
Silver,CareSource,77552OH0020218,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,https://www.caresource.com/documents/Marketplace--2025-HH-Elite-OH-Silver4500$0SelectDrugs&SpecializedServicesAdultVision&Fitness-Base-V&F-sum.pdf,0052e379-748c-4627-94d5-d39a9b4fa674
Expanded Bronze,Quartz,37833WI0510289,QUARTZ GUNDERSEN PERFORMANCE BRONZE STANDARD EASY PRICING,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=GPB255128901/view.pdf,0053634f-33a0-4800-a614-8d1d4483ccde
Bronze,McLaren Health Plan Community,74917MI0020011,MHP Bronze,HMO,https://www.mclarenhealthplan.org/Uploads/Public/Documents/HealthPlan/documents/community/2025/2025_Cmty_INDV_HMO-BRONZE_6500_SBC.pdf,0053ca60-b237-4899-86c7-d9e11cecb7ac
Silver,Ambetter from Nebraska Total Care,26289NE0020008,Complete Silver,HMO,https://api.centene.com/SBC/2025/26289NE0020008-01.pdf,0055f455-abee-48e8-9001-b6f4801ee4cc
Silver,Ambetter of North Carolina,77264NC0010037,Clear Silver with $0 Insulin Options,HMO,https://api.centene.com/SBC/2025/77264NC0010037-01.pdf,00570dae-95df-41e8-94e9-249194e0cad0
Silver,Ambetter from Absolute Total Care,79222SC0010032,Standard Silver,HMO,https://api.centene.com/SBC/2025/79222SC0010032-01.pdf,00573eee-5758-4e1a-bc19-56877872da0d
Silver,CareSource,77552OH0010209,Diabetes Silver 4000 $0 Select Drugs & Specialized Services,HMO,https://www.caresource.com/documents/Marketplace--2025-Diab-Elite-OH-Silver4000$0SelectDrugs&SpecializedServices-Base-Basic-sum.pdf,00576010-3730-4fd3-afb4-0c9eb025b58e
Gold,Medica,93078IA0060074,Medica Insure Gold Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBIGSIA&uid=FFM.pdf,0058e427-4204-455e-973f-9bb4b96f59c1
Silver,UnitedHealthcare,95426MO0410008,UHC Silver Standard (No Referrals),EPO,https://www.uhc.com/ifp/sbc.95426MO0410008-01.en.2025.pdf,0058e76c-a1d9-4d09-b9ae-4163f20efac2
Expanded Bronze,BlueCross BlueShield of Tennessee,14002TN0400248,BlueCross B16S $50 PCP Copay + $0 virtual care from Teladoc Health �,EPO,https://www.bcbst.com/sbc/2025/127600/B16S_SBC.pdf,0059edf4-93da-4610-8634-ae3441376464
Gold,Aetna CVS Health,18628FL0160062,Gold 10 Advanced: $0 PCP + Aetna network + $0 MinuteClinic + Adult Dental + Vision,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-778450_18628FL0160062-01_SBC.pdf,005a9150-8ad8-41ea-bf6d-6800d051afaf
Silver,Molina Healthcare,42326SC0010010,Silver 12,HMO,https://www.molinamarketplace.com/members/sc/en-US/PDF/Marketplace/2025/SC25SBCE_S12_1.pdf,005b62d0-1d80-48eb-a2f8-eb9c416338f4
Expanded Bronze,Quartz,37833WI0510205,QUARTZ ONE ACHIEVE W/UW HEALTH BRONZE STANDARD EASY PRICING,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1B255120501/view.pdf,005c56b4-0b69-41d1-b303-723088739004
Platinum,"Alliant Health Plans, Inc.",29854TN0010005,SoloCare Standard Platinum EPO 10005,EPO,https://www.alliantplans.com/docs/solocare/2025/TN0010005-01.pdf,005cbfbb-4315-4802-862a-e8df3a546e65
Silver,Oscar Health Insurance,29341OH0100052,Silver Classic Standard (Select),HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/OH/sbc/2025_29341OH010005201.pdf,005d4a7d-26e7-43f2-bb46-58d06a1d4886
Bronze,Blue Cross and Blue Shield of Texas,33602TX0870064,Blue Advantage Plus Bronze? 305,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh43bavitxp-tx-2025.pdf,005d90c5-35c3-4f4b-9540-267a13b02116
Silver,Molina Healthcare,64353OH0010010,Silver 12 with first 4 free PCP or MH visits,HMO,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2025/OH25SBCE_S12_1.pdf,005e385c-2d4d-40b6-be73-7a07b28fc3d5
Silver,Blue Cross and Blue Shield of Texas,33602TX0870246,Blue Advantage Plus Silver? Standard,POS,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxp-tx-2025.pdf,005e4ab7-fbaa-4a58-950f-ff742b8ccf66
Silver,Molina Healthcare,79975MS0010002,Silver 1,HMO,https://www.molinamarketplace.com/members/ms/en-US/PDF/Marketplace/2025/MS25SBCE_S1_1.pdf,005f0721-df6c-4184-ab0d-af4566719fb2
Catastrophic,Wellpoint,47501TX0040006,Wellpoint Essential Catastrophic 9200 ($0 Virtual PCP + $0 Select Drugs + Incentives),HMO,https://sbc.wellpoint.com/dpsdeeplink/deepLink/WellpointEssentialCatastrophic92000VirtualPCP0SelectDrugsIncentives/7ZHW/English/DG166705513354.pdf,00611c0d-0472-463a-a9c0-92a21bc5ed60
Silver,Ambetter from Louisiana Healthcare Connections,90787LA0020004,Focused Silver + Vision + Adult Dental,EPO,https://api.centene.com/SBC/2025/90787LA0020004-01.pdf,006180e1-79fa-4c44-94f7-370bed56682a
Expanded Bronze,UnitedHealthcare,33931OH0070004,"UHC Bronze Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.33931OH0070004-01.en.2025.pdf,0061826a-ca11-4812-b476-ff4bc5340612
Gold,Ambetter Health,49004FL0010010,Everyday Gold,HMO,https://api.centene.com/SBC/2025/49004FL0010010-01.pdf,0061ab60-0ca0-4205-85b1-b07989e69a47
Gold,CareSource,54192IN0010030,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services,HMO,https://www.caresource.com/documents/Marketplace--2025-HH-Elite-IN-Gold1500$0SelectDrugs&SpecializedServices-Base-Basic-sum.pdf,00621e7a-fed9-47a8-8269-1106b92b0f64
Expanded Bronze,CommunityCare,98905OK0130050,CommunityCare Expanded Bronze Standardized,HMO,https://www.ccok.com/pdf/marketplace/SBC/2025/98905OK0130050-01.pdf,00622800-50c7-4928-9900-75e5ff41e1bb
Silver,Ambetter from Arizona Complete Health,91450AZ0080044,Complete Silver,HMO,https://api.centene.com/SBC/2025/91450AZ0080044-01.pdf,00626c38-3aae-4cf7-8e92-18dd02fb6f2d
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0140032,BlueCare Silver 24K01-32S ($40 PCP Visits / Multilingual Available / Rewards),POS,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24K01-32S.pdf,0062aedb-bae9-4aca-b5b3-3ffb88f87b26
Expanded Bronze,"Wellmark Health Plan of Iowa, Inc.",25896IA0370012,Wellmark Standard Bronze HMO,HMO,https://www.wellmark.com/-/media/sites/public/files/sbc/2025/IA/HX000115-RX000179.pdf,00637e15-467b-4e35-854d-ee1fd31dc2b3
Expanded Bronze,Anthem Blue Cross and Blue Shield,29276OH0920417,Anthem Bronze Pathway HMO 7450 for HSA,HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO7450forHSA/844X/English/DG166705367242.pdf,006387ab-40ae-4e6f-adac-a7b8e264c897
Expanded Bronze,CHRISTUS Health Plan,98780LA0160002,CHRISTUS Bronze Essential Plus,HMO,https://chppayment.christushealth.org/documents/2025/SBC/98780_SBC_CHRISTUS_Bronze_Essential_Plus_2025.pdf,0063b653-a4a3-449d-94fb-b274c90c46e4
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990195,Blue Choice Preferred Bronze PPO? 201,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsh31bceiilp-il-2025.pdf,0065e22a-c7cf-4b62-962f-2a965191cda4
Expanded Bronze,UnitedHealthcare,56610IA0110001,"UHC Bronze Value+ ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.56610IA0110001-01.en.2025.pdf,00661a71-4ee3-46c4-b959-7f53a0f9a3bb
Gold,Anthem Blue Cross and Blue Shield,79475WI0530010,Anthem Gold Preferred/Broad Standard ($0 Virtual PCP + $0 Select Drugs + Incentives),POS,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPreferredBroadStandard0VirtualPCP0SelectDrugsIncentives/81W8/English/DG166705364098.pdf,00666f01-d2e6-4248-9763-9a04ba643622
Silver,Octave,48772AR0010006,Octave Silver Classic Suitcase,POS,https://arkansasoctave.com/docs/arkansasoctavelibraries/members/sbcpdffiles/2025/70029.pdf,0066bee9-055a-47f8-a836-6b6ff29bdb07
Silver,Ambetter Health,48286IA0010022,Elite Silver,HMO,https://api.centene.com/SBC/2025/48286IA0010022-01.pdf,0066f2c7-457f-470c-8f5d-db61f552b740
Gold,Ambetter from Buckeye Health Plan,41047OH0010071,Standard Gold,HMO,https://api.centene.com/SBC/2025/41047OH0010071-01.pdf,006806d3-1b71-48b9-9f7c-525005a26753
Silver,UnitedHealthcare,94968KS0100002,"UHC Silver Advantage+ ($0 Virtual Urgent Care, $3 Tier 2 Rx, Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.94968KS0100002-01.en.2025.pdf,006821ca-3068-4577-aef6-2ec1646dd7dc
Silver,Avera Health Plans,60536SD0020022,Avera $4000,PPO,http://www.averahealthplans.com/app/files/public/865822a4-bbdc-48eb-9b07-b738ce638c2b/SBC/2025/SD%20IND%20PPO%20Network/2025_60536SD0020022-00-01%202025_60536SD0020043-00-01%20Avera%204000.pdf,0068b507-bae9-4367-b26e-c87dca637589
Silver,Blue Care Network of Michigan,98185MI0440017,Blue Cross� Select HMO Silver Saver,HMO,https://www.bcbsm.com/amslibs/content/dam/public/marketplace/2025-individual/sbc/select-silver-saver-sbc.pdf,00695a1d-0477-44c5-b113-c663351dcc74
Gold,Ambetter from Nebraska Total Care,26289NE0020041,Standard Gold,HMO,https://api.centene.com/SBC/2025/26289NE0020041-01.pdf,0069d130-0964-48a3-9fc2-e1e91c4d5686
Expanded Bronze,Ambetter from Sunflower Health Plan,34368KS0110043,Everyday Bronze,EPO,https://api.centene.com/SBC/2025/34368KS0110043-01.pdf,006bff43-c26b-4fc1-a1a5-77a5706d8f06
Gold,Quartz,37833WI0380243,QUARTZ ONE ACHIEVE W/ADVOCATE HEALTH CARE GOLD (DENTAL & VISION) STANDARD EASY PRICING,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1G253824301/view.pdf,006c29f3-3179-4a8c-b221-a94b4d0bd9c2
Expanded Bronze,Blue Cross and Blue Shield of Alabama,46944AL0750001,Blue Standardized Bronze,PPO,https://www.alabamablue.com/sb/2025stb.pdf,006cd41b-c658-4378-8a8a-69fa9ae3af00
Gold,Sanford Health Plan,31195SD0110018,"Sanford Individual Simplicity Standardized $1,500",PPO,https://www.sanfordhealthplan.org/-/media/plan-documents/2025/PY25INDSimp_ST_1500_SD_HP5264.pdf,006d1797-6f09-4aa8-a69f-20606418cbad
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0461033,Blue Advantage Bronze HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxp-tx-2025.pdf,006d71da-3c59-495f-9618-8353a2c0a4b5
Silver,InStil Health,33863SC0010003,InHealth Basic 2,HMO,https://www.instilhealth.com/web/nonsecure/ih/resources/641e38e6-f150-470c-adab-85d58080aea6/InStil+-+InHealth+Basic+2+2025.pdf,006db0dd-4ae9-4ec1-b8bc-391b9baae629
Silver,Primewell Health Services of Mississippi,14624MS0010004,Freedom Silver 4000,POS,https://PrimewellHealth.com/documents/Marketplace/2025INDFreedomSilver4000SummaryOfBenefitsAndCoverage.pdf,006df77e-c14a-481e-bf33-a927341eba0d
Silver,CareSource,77552OH0020201,Low Premium Silver 6000 $3 Generic Drugs Adult Vision & Fitness,HMO,https://www.caresource.com/documents/Marketplace-2025-LowPrem-OH-LowPremiumSilver6000$3GenericDrugsAdultVision&Fitness-Base-V&F-sum.pdf,006ee739-ff3d-48da-a920-fcdb012eaa12
Gold,Ambetter from Magnolia Health,90714MS0030066,Standard Gold + Vision + Adult Dental,HMO,https://api.centene.com/SBC/2025/90714MS0030066-01.pdf,006f15d4-a65b-405d-b217-03ea8b366cd3
Bronze,Anthem Blue Cross and Blue Shield,29276OH0920916,Anthem Bronze Pathway HMO 9200 Adult Dental & Vision ($0 Virtual PCP + $0 Select Drugs),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO9200AdultDentalVision0VirtualPCP0SelectDrugs/8428/English/DG166705367233.pdf,006fe2ff-59de-4009-a27a-cc3ee7311786
Expanded Bronze,Ambetter from Arkansas Health & Wellness,70525AR0070287,Standard Expanded Bronze (QualChoice),POS,https://api.centene.com/SBC/2025/70525AR0070287-01.pdf,0070262e-a1b2-475f-b915-93c1da62d332
Expanded Bronze,Aetna CVS Health,48161MO0200040,Bronze 4 Advanced: Aetna network + $0 CVS Health Virtual Primary Care + Adult Dental + Vision,EPO,https://www.aetnacvshealth.com/documents/2025-IFP-777609_48161MO0200040-01_SBC.pdf,0070a381-4060-4ed0-9c4f-5ac8e62e3e27
Silver,UnitedHealthcare,73102NE0080005,"UHC Silver Value ($0 Virtual Urgent Care, $3 Tier 2 Rx, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.73102NE0080005-01.en.2025.pdf,0070b326-0cf1-4a5f-9598-2237cc96e50e
Gold,UnitedHealthcare,94968KS0100006,"UHC Gold Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, $3 Tier 2 Rx, Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.94968KS0100006-01.en.2025.pdf,00732188-60c4-41e0-bf4b-1dd276b3a1f3
Silver,UnitedHealthcare,95426MO0410016,"UHC Silver Advantage ($0 Virtual Urgent Care, $3 Tier 2 Rx, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.95426MO0410016-01.en.2025.pdf,0073ab3c-fc92-43fd-b82c-5ee265342b0f
Silver,Ambetter of North Carolina,77264NC0010039,Focused Silver,HMO,https://api.centene.com/SBC/2025/77264NC0010039-01.pdf,0073ced3-4207-4e3e-a8c2-9b68fff4f5ef
Silver,WellCare of North Carolina,44007NC0120005,Standard Silver WellCare,PPO,https://api.centene.com/SBC/2025/44007NC0120005-01.pdf,00749268-8d60-4bc2-be87-2a0463964e8a
Expanded Bronze,Baylor Scott and White Health Plan,40788TX0460006,BSW Savers Bronze HMO H S A 006,HMO,https://www.bswhealthplan.com/SiteCollectionDocuments/PlanDocs/2025/SBC/01_SWHP_2025_BHIW5M06_X_SBC.pdf,007494b1-45da-41d1-8a0f-4af134b41bb8
Gold,Ambetter of Tennessee,70111TN0110031,Elite Gold,EPO,https://api.centene.com/SBC/2025/70111TN0110031-01.pdf,0076b032-ef74-474a-b1f8-dcbd03f63db1
Silver,Anthem Blue Cross and Blue Shield,29276OH0920917,Anthem Silver Pathway HMO 4000 Adult Dental/Vision ($0 Virtual PCP + $0 Select Drugs),HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO4000AdultDentalVision0VirtualPCP0SelectDrugs/846A/English/DG166705367373.pdf,00779cd6-39f0-401f-a833-39311a87ad30
Silver,UnitedHealthcare,73102NE0080006,"UHC Silver Copay Focus $0 Indiv Med Ded ($0 Virtual Urgent Care, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.73102NE0080006-01.en.2025.pdf,00780018-42c1-468f-9559-4e18c82e229e
Silver,UnitedHealthcare,68398FL0060004,"UHC Silver Value+ ($0 Virtual Urgent Care, $3 Tier 2 Rx, Dental + Vision)",HMO,https://www.uhc.com/ifp/sbc.68398FL0060004-01.en.2025.pdf,00785844-4498-4a4e-85b7-dbb97d7d1057
Silver,BlueCross BlueShield of Tennessee,14002TN0400339,BlueCross S29E $60 PCP Copay + $0 virtual care from Teladoc Health � + Adult Dental,EPO,https://www.bcbst.com/sbc/2025/127600/S29E_SBC.pdf,0079197a-7970-460e-bca0-f1d134c907da
Gold,Mountain Health CO-OP,32225MT0090010,Connect Gold Standard,PPO,https://mountainhealth.coop/wp-content/uploads/plans/2025/2025_IND_MT_CONNECT_GOLD_STANDARD_SBC.pdf,0079894d-81f8-4a8c-96e9-0f260966ee30
Expanded Bronze,Ambetter Health,49004FL0010002,Everyday Bronze,HMO,https://api.centene.com/SBC/2025/49004FL0010002-01.pdf,0079cf8d-d8c1-49c0-b925-01392dd76171
Gold,Blue Cross and Blue Shield of NC,11512NC0060018,Blue Advantage Gold Premier | 3 Free PCP | $10 Tier 1 Rx | Nationwide Doctors,PPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Advantage_Gold_Premier_1800_2025.pdf,007abb95-defb-4eb9-958a-16c0a945e908
Silver,CareSource,54192IN0010032,Healthy Heart Silver 4500 $0 Select Drugs & Specialized Services,HMO,https://www.caresource.com/documents/Marketplace--2025-HH-Elite-IN-Silver4500$0SelectDrugs&SpecializedServices-Base-Basic-sum.pdf,007b04e5-0ed7-4220-85e9-9cbfd987f8d6
Silver,Baylor Scott and White Health Plan,40788TX0460003,BSW Prime Silver HMO 003 (CMS Standardized Plan with $0 Pediatric PCP copay),HMO,https://www.bswhealthplan.com/SiteCollectionDocuments/PlanDocs/2025/SBC/01_SWHP_2025_SHIW5M03_X_SBC.pdf,007bc3e5-95a9-44a8-baa5-0c43ac3b2e04
Expanded Bronze,UnitedHealthcare,71667MI0010039,UHC Bronze Copay Focus (No Referrals),HMO,https://www.uhc.com/ifp/sbc.71667MI0010039-01.en.2025.pdf,007c5bcd-1fd1-4134-9be8-373d4e326d48
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0140006,BlueCare Silver 24K01-06 ($0 Virtual PCP Visits / $50 PCP Visits / Rewards),POS,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24K01-06.pdf,007e2ab9-005d-4cbd-8e30-934e95666e79
Gold,UnitedHealthcare,95426MO0410009,UHC Gold Standard (No Referrals),EPO,https://www.uhc.com/ifp/sbc.95426MO0410009-01.en.2025.pdf,007e93c8-cb76-46bb-b5c2-3fa84ad6d86c
Bronze,Blue Care Network of Michigan,98185MI0180029,Blue Cross� Preferred HMO Bronze Secure,HMO,https://www.bcbsm.com/amslibs/content/dam/public/marketplace/2025-individual/sbc/preferred-bronze-secure-sbc.pdf,007f05de-4ad5-4a28-9004-4e2371e33ba1
Silver,Avera Health Plans,60536SD0020052,Avera Standard $5000,PPO,http://www.averahealthplans.com/app/files/public/7962e84e-11d2-4c03-8043-8ae9bb32d066/SBC/2025/SD%20IND%20PPO%20Network/2025_60536SD0020052-00-01%202025_60536SD0020058-00-01%20AveraStand%205000.pdf,007ff1a7-e247-4419-be09-17c315fcc2d0
Expanded Bronze,MedMutual,99969OH0080499,"Bronze $8,300 w/ Virtual & Wellness ON-EX",HMO,https://www.medmutual.com/-/media/99B23AA57D4B4143B5C8016BD491ADB1.pdf,008058c5-3709-4c36-aa6a-5ceba5810889
Silver,CHRISTUS Health Plan,66252TX0160003,CHRISTUS Silver Essential,HMO,https://chppayment.christushealth.org/documents/2025/SBC/66252_SBC_CHRISTUS_Silver_Essential_2025.pdf,00813402-4f70-4966-9a20-a1361de896f5
Silver,UnitedHealthcare,40220TX0080020,UHC Silver Standard,HMO,https://www.uhc.com/ifp/sbc.40220TX0080020-01.en.2025.pdf,00813943-3dbc-4cf6-8806-c64f34aa4f3e
Silver,UnitedHealthcare,73102NE0090004,"UHC Silver Standard+ (Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.73102NE0090004-01.en.2025.pdf,0081528e-9af1-405c-bb42-4c372d78058d
Silver,"Antidote Health Plan of Ohio, Inc.",31981OH0020020,"Silver Complete $0 Tier-1 PCP, $0 Antidote 24/7 Virtual PCP/Urg/Chronic Care, $0 Core Rx",HMO,http://www.antidotehealth.com/assets/docs/25/m-sbc-25-oh-en-31981OH0020020-01-s-complete-on.pdf,0081ce04-b943-4657-8c71-74a921b8fcab
Expanded Bronze,Ambetter from Magnolia Health,90714MS0010016,Everyday Bronze,HMO,https://api.centene.com/SBC/2025/90714MS0010016-01.pdf,0082a2f4-edb0-4ee0-ac4d-0fafc1574f2f
Platinum,Select Health,68781UT0200037,Med Benchmark Platinum Standardized Plan,HMO,https://selecthealth.org/files/sbc/I30A2063_20250101_GGGGGGGG_GGGG_SSSS.pdf,0083753b-9668-4a54-b313-a5e7b00e9959
Silver,Quartz,37833WI0380321,QUARTZ ONE ACHIEVE W/GUNDERSEN SILVER (DENTAL & VISION) $7000 DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1S253832101/view.pdf,0083ec12-d6d1-4ea7-8f6b-6ab3afcef45f
Silver,Blue Cross and Blue Shield of NC,11512NC0060028,Blue Advantage Silver Choice | 3 Free PCP | $15 Tier 1 Rx | Nationwide Doctors,PPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Advantage_Silver_Choice_3000_2025.pdf,00851bd2-4b72-438f-87b0-e16e54e76bd6
Gold,Oscar Insurance Company,91908OK0010053,Gold Classic Standard,PPO,https://d3ul0st9g52g6o.cloudfront.net/2025/OK/sbc/2025_91908OK001005301.pdf,0085a177-86d1-4155-8276-9d091a3f1548
Expanded Bronze,Blue Cross and Blue Shield of Texas,33602TX0870047,Blue Advantage Plus Bronze? 303,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh45bavitxp-tx-2025.pdf,00860186-022b-4e64-917d-2fc9fb387f8d
Gold,Ambetter of Tennessee,70111TN0120034,Elite Gold + Vision + Adult Dental,EPO,https://api.centene.com/SBC/2025/70111TN0120034-01.pdf,0086ae85-1ef6-4620-b32f-1737ebb02e8d
Silver,UnitedHealthcare,45480OK0050037,"UHC Silver Advantage ($0 Virtual Urgent Care, $5 Tier 2 Rx, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.45480OK0050037-01.en.2025.pdf,0086e3f8-b010-485a-adc7-839c066f3fe8
Silver,Molina Healthcare,64353OH0010002,Silver 1,HMO,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2025/OH25SBCE_S1_1.pdf,0087926e-55e2-4b5e-8e29-10ce99ed8b9c
